Sample	Mdl704	RA_20grp	RA_11grp	RA_6grp	PA_20grp	PA_11grp	PA_6grp	DAYNUM	X_coord	Y_coord	WA_hect	WA_ha_lg	M_Slope	M_Slp_sqt	Mareco	Wcrdeco	Bsnrgeco	Eco1	Eco3	Eco4	Eco9	Eco10	Eco11	Eco12	Eco78	Pcp_ann	Tmx_ann	Wetdays	Loolith	Maflith	Litho1	Litho2	Litho4	Litho5	Litho6	Litho7	Litho8	Elev_m	El_m_sqt	Strm_pwr	Strpw_lg
H108357	N							218	-122.485001	43.73889923	16568.19922	4.219275308	8.350684932	2.889755168	0	1	0	0	0	1	0	0	0	0	0	1306	165	148	0	0	1	0	0	0	0	0	0	359	18.94729532	1074.879431	3.031359752
H108358	N							218	-122.51011	43.73082	1331.910034	3.124474891	3.41512605	1.848005966	0	1	0	0	0	1	0	0	0	0	0	1408	156	153	0	0	1	0	0	0	0	0	0	392	19.79898987	124.6361953	2.095644183
H108359	N							219	-122.55544	43.9788	723.0750122	2.859183354	4.781176471	2.186590147	0	1	0	0	0	1	0	0	0	0	0	1581	166	162	0	0	1	0	0	0	0	0	0	365	19.10497317	128.5660942	2.10912645
H108378	N							186	-123.4334444	43.51302778	2454.172412	3.38990507	2.930769231	1.711948957	1	0	0	1	0	0	0	0	0	0	0	1890	165	157	0	0	0	0	1	0	0	0	0	84	9.16515139	145.1891485	2.161934158
H108381	N							209	-122.917	42.89020157	13976.7002	4.14540465	1.128888889	1.06249183	0	1	0	0	0	1	0	0	0	0	0	1140	171	129	0	0	0	0	1	0	0	0	0	406	20.14944168	133.4607384	2.125353523
H108382	N							219	-122.477997	43.95679855	1399.52002	3.145979115	9.676190476	3.110657563	0	1	0	0	0	1	0	0	0	0	0	1575	164	161	0	0	1	0	0	0	0	0	0	435	20.85665361	361.9878272	2.558693966
H108383	N							223	-122.058998	44.79539871	2109.459961	3.324171287	1.597903014	1.264081886	0	1	0	0	0	1	0	0	0	0	0	1842	140	156	0	0	1	0	0	0	0	0	0	630	25.0998008	73.38986	1.865636059
H108384	N							224	-122.088997	44.97639847	15400.09961	4.18752353	0.962273086	0.980955191	0	1	0	0	0	1	0	0	0	0	0	1929	140	168	1	0	0	0	0	0	1	0	0	547	23.38803113	119.4153358	2.077060104
H108385	N							225	-121.736	45.28789902	145.1100006	2.161697344	2.828770302	1.681894855	0	1	0	0	0	1	0	0	0	0	0	1827	97	153	1	0	0	0	0	1	0	0	0	1126	33.55592347	34.07582317	1.532446356
H109881	N							220	-122.167999	44.30250168	695.6640015	2.84239953	4.781176471	2.186590147	0	1	0	0	0	1	0	0	0	0	0	2431	132	179	0	0	1	0	0	0	0	0	0	850	29.15475947	126.1056482	2.100734539
H109925	N							187	-123.8767861	43.88109444	1451.252519	3.161742986	1.571134021	1.253448851	1	0	0	1	0	0	0	0	0	0	0	1890	165	157	0	0	0	0	1	0	0	0	0	84	9.16515139	59.852835	1.777084726
H111012	N							177	-123.88366	45.6395	117.9100037	2.071550653	2.4384	1.561537704	1	0	0	1	0	0	0	0	0	0	0	2897	154	201	0	0	0	0	1	0	0	0	0	72	8.485281374	26.47770115	1.422880276
H111014	N							178	-123.89124	45.0581	659.6339722	2.819303014	2.508641975	1.583869305	1	0	0	1	0	0	0	0	0	0	0	2763	158	184	0	0	0	0	1	0	0	0	0	139	11.78982612	64.43030569	1.809090192
H111017	N							180	-124.102025	44.26642778	2106.937275	3.323651607	24.88163265	4.988149221	1	0	0	1	0	0	0	0	0	0	0	2014	160	161	0	1	0	0	0	0	0	1	0	21	4.582575695	1142.101435	3.057704677
H111018	N							181	-123.1763	43.87065	449.8110046	2.653030076	0.690373726	0.830887312	1	0	0	0	1	0	0	0	0	0	0	1252	174	146	0	0	0	0	1	0	0	0	0	251	15.84297952	14.64196259	1.165599293
H111020	N							185	-123.78545	42.47131	2298.48999	3.361442617	5.805714286	2.409504988	0	1	0	0	0	0	0	0	0	0	1	3068	161	173	0	0	1	0	0	0	0	0	0	520	22.8035085	278.3408619	2.444576968
H111025	N							187	-123.718002	42.83000183	14596.2002	4.164239811	1.256907216	1.121118734	1	0	0	1	0	0	0	0	0	0	0	1435	157	137	0	0	0	0	1	0	0	0	0	440	20.97617696	151.8529122	2.181423125
H111036	N							177	-123.64679	45.74765	18078.69922	4.257167179	1.168935762	1.081173327	1	0	0	1	0	0	0	0	0	0	0	3328	145	212	0	1	0	0	0	0	0	1	0	86	9.273618495	157.1716582	2.196374235
H111041	N							200	-122.82306	42.81599	294.4580078	2.469023369	5.188085106	2.277736839	0	1	0	0	0	1	0	0	0	0	0	1109	155	125	0	0	1	0	0	0	0	0	0	661	25.70992026	89.02639272	1.949518776
H111045	N							203	-122.67416	42.82171	2794.23999	3.446263704	1.772093023	1.331199843	0	1	0	0	0	1	0	0	0	0	0	1131	154	126	0	0	1	0	0	0	0	0	0	672	25.92296279	93.67384946	1.971618368
H111052	N							204	-123.23331	43.48071	2594.879883	3.414117259	0.230124575	0.479713013	0	1	0	0	0	0	0	0	0	0	1	1054	178	132	0	0	0	0	1	0	0	0	0	180	13.41640786	11.72253745	1.069021629
H111094	N							217	-122.453003	43.59349823	3021.870117	3.480275794	8.074172185	2.841508787	0	1	0	0	0	1	0	0	0	0	0	1380	162	150	1	0	0	1	0	0	0	0	0	505	22.47220505	443.8496724	2.647235904
H111095	N							217	-122.287003	43.62170029	1982.430054	3.297197873	7.171764706	2.678015068	0	1	0	0	0	1	0	0	0	0	0	1404	146	149	1	0	0	0	0	0	1	0	0	821	28.65309756	319.3191534	2.504224969
H111096	N							217	-122.4849472	43.740175	526.3280644	2.721256528	5.61843318	2.370323434	0	1	0	0	0	1	0	0	0	0	0	1148	171	140	0	0	1	0	0	0	0	0	0	341	18.46618531	128.8972002	2.110243484
H111097	N							217	-122.5096194	43.73086111	1332.634442	3.124711033	9.7536	3.123075407	0	1	0	0	0	1	0	0	0	0	0	1408	156	153	0	0	1	0	0	0	0	0	0	391	19.77371993	356.057762	2.551520458
H111115	N							220	-122.203003	44.03549957	1950.150024	3.290068023	5.918446602	2.43278577	0	1	0	0	0	1	0	0	0	0	0	1768	154	161	0	0	1	0	0	0	0	0	0	559	23.64318084	261.3615789	2.417241745
H117649	N							187	-118.872	44.27	4053.199951	3.607798029	1.28	1.13137085	0	1	0	0	0	0	0	0	1	0	0	526	127	98	0	1	0	0	0	0	0	1	0	1423	37.72267223	81.49087556	1.911108984
H119636	N							231	-118.269	44.992	1009.859985	3.004261164	0.63	0.793725393	0	1	0	0	0	0	0	0	1	0	0	920	110	128	1	0	0	1	0	0	0	0	0	1892	43.49712634	20.02032538	1.301471132
00014CSR	N_lc							182	-124.10109	42.833	65.9858094	1.819450548	17.4	4.171330723	1	0	0	1	0	0	0	0	0	0	0	1825	178	149	0	0	0	0	1	0	0	0	0	312	17.66352173	141.3430708	2.150274522
00035REM	N_lc							249	-121.66899	45.43375	700.277634	2.845270256	7	2.645751311	0	1	0	0	0	1	0	0	0	0	0	2540	97	180	0	0	1	0	0	0	0	0	0	1093	33.06055051	185.2393157	2.267733168
00059CSR	N_lc							207	-122.29003	44.85315	8316.188051	3.919924301	1.6	1.264911064	0	1	0	0	0	1	0	0	0	0	0	2434	134	180	0	0	1	0	0	0	0	0	0	475	21.79449472	145.9090176	2.164082133
01012CSR	N_lc							228	-123.1009	45.94784	1978.766296	3.296394504	4.5	2.121320344	1	0	0	1	0	0	0	0	0	0	0	1515	150	169	0	1	0	0	0	0	0	1	0	266	16.30950643	200.1749672	2.301409766
01016CSR	N_lc							227	-123.89466	44.17962	434.96523	2.638454542	2.5	1.58113883	1	0	0	1	0	0	0	0	0	0	0	2324	171	169	0	0	0	0	1	0	0	0	0	158	12.56980509	52.13955013	1.71716728
01020CSR	N_lc							193	-123.62829	44.92954	672.0584024	2.827407015	3	1.732050808	1	0	0	1	0	0	0	0	0	0	0	3762	112	200	0	1	0	0	0	0	0	1	0	560	23.66431913	77.77226769	1.890824762
01039CSR	N_lc							220	-123.98383	42.7606	8121.902772	3.909657786	0.7	0.836660027	1	0	0	1	0	0	0	0	0	0	0	3333	165	183	0	0	0	0	1	0	0	0	0	657	25.63201124	63.08511994	1.799926933
01062CSR	N_lc							220	-123.19966	42.77649	1358.091689	3.132929091	2.5	1.58113883	0	1	0	0	0	0	0	0	0	0	1	1189	152	130	0	0	0	0	1	0	0	0	0	561	23.68543856	92.13073893	1.964404554
01093CSR	N_lc							255	-122.21883	44.54251	45.5838544	1.658811045	35.2	5.93295879	0	1	0	0	0	1	0	0	0	0	0	2712	133	189	0	0	1	0	0	0	0	0	0	1084	32.92415527	237.6556731	2.375948186
01119CSR	N_lc							247	-122.65275	44.87211	3074.56511	3.487783695	1.4	1.183215957	0	1	0	0	0	1	0	0	0	0	0	2022	155	154	0	0	0	0	1	0	0	0	0	403	20.0748599	77.62826558	1.890019883
99004UAA	N_lc							237	-118.72766	42.6678	3539.469122	3.548938128	3.8	1.949358869	0	0	1	0	0	0	0	0	0	1	0	612	128	82	0	1	0	0	0	0	0	1	0	1614	40.17461885	226.075063	2.354252661
99006UAA	N_lc							238	-118.78985	42.67318	5859.287728	3.767844825	3.1	1.760681686	0	0	1	0	0	0	0	0	0	1	0	456	140	74	0	1	0	0	0	0	0	1	0	1499	38.71692137	237.2925516	2.375284106
99011CSR	N_lc							196	-123.17882	43.05507	62.810104	1.798029513	9	3	0	1	0	0	0	0	0	0	0	0	1	950	178	124	0	0	1	0	0	0	0	0	0	345	18.57417562	71.32754324	1.853257266
99019CSR	N_lc							214	-123.73368	45.48088	5024.389559	3.701083304	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	2927	152	198	0	1	0	0	0	0	0	1	0	26	5.099019514	35.44146427	1.549511657
99023REM	N_lc							237	-122.50784	44.10854	2318.461982	3.365199979	1.6	1.264911064	0	1	0	0	0	1	0	0	0	0	0	1613	167	160	0	0	1	0	0	0	0	0	0	331	18.1934054	77.04065598	1.886719972
99032REM	N_lc							257	-122.71891	43.5422	220.76999	2.343940038	15.1	3.885871846	0	1	0	0	0	1	0	0	0	0	0	1680	159	161	0	0	1	0	0	0	0	0	0	758	27.5317998	224.360793	2.350946966
99044CSR	N_lc							237	-123.98016	42.04534	4457.807949	3.649121354	1.5	1.224744871	0	1	0	0	0	0	0	0	0	0	1	2556	166	135	0	0	0	0	1	0	0	0	0	385	19.62141687	100.1502266	2.000651936
99063CSR	N_lc							265	-123.91227	42.17385	2626.33952	3.419350869	3	1.732050808	0	1	0	0	0	0	0	0	0	0	1	3417	164	163	0	1	0	0	0	0	0	0	1	625	25	153.7434736	2.186796689
H108281	N_lc							195	-123.3861333	42.02507778	966.3751003	2.985145731	4.218685121	2.053943797	0	1	0	0	0	0	0	0	0	0	1	1611	140	124	0	0	0	0	1	0	0	0	0	1199	34.62657939	131.1444684	2.117749977
H108332	N_lc							193	-124.00268	42.65823	446.9150085	2.65022494	11.34139535	3.367698821	0	1	0	0	0	0	0	0	0	0	1	1991	186	148	0	0	0	0	1	0	0	0	0	117	10.81665383	239.7612309	2.37977896
H108333	N_lc							194	-124.04201	42.5715	9213.259766	3.964413316	0.880288809	0.938237075	0	1	0	0	0	0	0	0	0	0	1	1879	201	134	0	0	0	0	1	0	0	0	0	55	7.416198487	84.4951612	1.926831839
H108360	N_lc							219	-122.54414	43.97354	354.1549988	2.549193376	3.575366569	1.890863974	0	1	0	0	0	1	0	0	0	0	0	1578	166	162	0	0	1	0	0	0	0	0	0	342	18.49324201	67.28484605	1.827917263
H108368	N_lc							224	-122.05412	44.92941	1969.150024	3.294278805	5.359120879	2.314977512	0	1	0	0	0	1	0	0	0	0	0	2051	132	170	1	0	0	0	0	0	1	0	0	771	27.76688675	237.8115566	2.376232956
H109848	N_lc							193	-124.20182	42.72223	2300.629883	3.361846757	1.6256	1.274990196	1	0	0	1	0	0	0	0	0	0	0	2791	168	168	0	0	0	0	1	0	0	0	0	333	18.24828759	77.9717118	1.891937069
H109854	N_lc							210	-122.518	43.11322	4436.790039	3.647068877	8.114475874	2.848591911	0	1	0	0	0	1	0	0	0	0	0	1276	139	137	0	1	0	0	0	0	0	1	0	835	28.89636655	540.4990214	2.732794912
H109855	N_lc							210	-122.55415	43.08846	2809.290039	3.448596579	1.92	1.385640646	0	1	0	0	0	1	0	0	0	0	0	1235	150	135	0	0	1	0	0	0	0	0	0	753	27.44084547	101.7652534	2.007599518
H109887	N_lc							190	-123.3465	45.73664	638.7930298	2.805360169	1.553121019	1.246242761	1	0	0	1	0	0	0	0	0	0	0	2059	141	180	0	0	0	0	1	0	0	0	0	342	18.49324201	39.25413227	1.593885382
H109891	N_lc							209	-122.654999	42.94499969	2761.459961	3.441138751	4.976326531	2.230768148	0	1	0	0	0	1	0	0	0	0	0	1210	131	131	0	0	1	0	0	0	0	0	0	732	27.05549852	261.503945	2.417478245
H109892	N_lc							209	-122.65663	42.94401	1762.719971	3.246183325	3.644843049	1.909147205	0	1	0	0	0	1	0	0	0	0	0	1169	139	129	0	0	1	0	0	0	0	0	0	727	26.96293753	153.0278562	2.184770494
H109916	N_lc							224	-122.05412	44.92941	1969.150024	3.294278805	5.359120879	2.314977512	0	1	0	0	0	1	0	0	0	0	0	2051	132	170	1	0	0	0	0	0	1	0	0	771	27.76688675	237.8115566	2.376232956
H109918	N_lc							225	-121.83594	45.31558	1007.640015	3.003305406	2.616309013	1.617500854	0	1	0	0	0	1	0	0	0	0	0	2236	110	173	0	1	0	0	0	0	0	1	0	764	27.64054992	83.05040221	1.91934174
H111022	N_lc							186	-123.90369	42.58539	111.4810028	2.047200867	10.42051282	3.22808191	0	1	0	0	0	0	0	0	0	0	1	4203	152	193	0	0	0	0	1	0	0	0	0	1090	33.01514804	110.0245309	2.041489526
H113035	N_lc							195	-123.3861333	42.02507778	966.3751003	2.985145731	4.218685121	2.053943797	0	1	0	0	0	0	0	0	0	0	1	1611	140	124	0	0	0	0	1	0	0	0	0	1199	34.62657939	131.1444684	2.117749977
H113086	N_lc							193	-124.00268	42.65823	446.9150085	2.65022494	11.34139535	3.367698821	0	1	0	0	0	0	0	0	0	0	1	1991	186	148	0	0	0	0	1	0	0	0	0	117	10.81665383	239.7612309	2.37977896
H113087	N_lc							194	-124.04201	42.5715	9213.259766	3.964413316	0.880288809	0.938237075	0	1	0	0	0	0	0	0	0	0	1	1879	201	134	0	0	0	0	1	0	0	0	0	55	7.416198487	84.4951612	1.926831839
H117774	N_lc							234	-118.126	44.959	2337.629883	3.36877575	0.49	0.7	0	1	0	0	0	0	0	0	1	0	0	661	116	121	1	0	0	1	0	0	0	0	0	1596	39.94996871	23.69103068	1.374583955
H119644	N_lc							196	-119.284	44.973	7573.850098	3.879316705	2.05	1.431782106	0	1	0	0	0	0	0	0	1	0	0	350	163	87	0	1	0	0	0	0	0	1	0	700	26.45751311	178.4071328	2.251412214
H108324	ND							220	-122.167999	44.30250168	695.6640015	2.84239953	4.781176471	2.186590147	0	1	0	0	0	1	0	0	0	0	0	2431	132	179	0	0	1	0	0	0	0	0	0	850	29.15475947	126.1056482	2.100734539
H108379	ND							187	-123.8767861	43.88109444	1451.252519	3.161742986	1.571134021	1.253448851	1	0	0	1	0	0	0	0	0	0	0	1890	165	157	0	0	0	0	1	0	0	0	0	84	9.16515139	59.852835	1.777084726
H109843	ND							185	-123.560997	44.1427002	1892.290039	3.276987703	1.126802218	1.061509406	1	0	0	1	0	0	0	0	0	0	0	1833	175	159	0	0	0	0	1	0	0	0	0	146	12.08304597	49.01641506	1.690341545
H109864	ND							223	-122.21199	44.51735	17256	4.236940132	1.112408759	1.054707902	0	1	0	0	0	1	0	0	0	0	0	2333	138	176	0	1	0	0	0	0	0	1	0	589	24.2693222	146.1283451	2.164734466
H109875	ND							189	-123.882004	45.25419998	813.9279785	2.910585977	1.477818182	1.215655454	1	0	0	1	0	0	0	0	0	0	0	2293	159	178	0	0	0	0	1	0	0	0	0	80	8.94427191	42.16130008	1.624913994
H109876	ND							195	-123.519997	42.0931015	5745.410156	3.759321038	2.018543046	1.420754393	0	1	0	0	0	0	0	0	0	0	1	1251	176	102	0	0	0	0	1	0	0	0	0	566	23.79075451	153.0025025	2.184698534
H109880	ND							220	-122.167999	44.1617012	38937.10156	4.59036362	6.157575758	2.481446304	0	1	0	0	0	1	0	0	0	0	0	1384	164	140	1	0	0	1	0	0	0	0	0	435	20.85665361	1215.042793	3.084591574
H109883	ND							188	-124.0087111	44.21292222	3528.376373	3.547574905	0.973024741	0.986420165	1	0	0	1	0	0	0	0	0	0	0	2244	165	168	0	1	0	0	0	0	0	1	0	108	10.39230485	57.79780372	1.761911336
H109904	ND							218	-122.4616694	43.68946389	402.4820316	2.604746496	2.988235294	1.728651293	0	1	0	0	0	1	0	0	0	0	0	1380	161	152	0	0	1	0	0	0	0	0	0	506	22.49444376	59.94984149	1.777788039
H109905	ND							218	-122.485001	43.73889923	16568.19922	4.219275308	8.350684932	2.889755168	0	1	0	0	0	1	0	0	0	0	0	1306	165	148	0	0	1	0	0	0	0	0	0	359	18.94729532	1074.879431	3.031359752
H109906	ND							218	-122.51011	43.73082	1331.910034	3.124474891	3.41512605	1.848005966	0	1	0	0	0	1	0	0	0	0	0	1408	156	153	0	0	1	0	0	0	0	0	0	392	19.79898987	124.6361953	2.095644183
H109907	ND							219	-122.55544	43.9788	723.0750122	2.859183354	4.781176471	2.186590147	0	1	0	0	0	1	0	0	0	0	0	1581	166	162	0	0	1	0	0	0	0	0	0	365	19.10497317	128.5660942	2.10912645
H109927	ND							209	-122.917	42.89020157	13976.7002	4.14540465	1.128888889	1.06249183	0	1	0	0	0	1	0	0	0	0	0	1140	171	129	0	0	0	0	1	0	0	0	0	406	20.14944168	133.4607384	2.125353523
H109928	ND							219	-122.477997	43.95679855	1399.52002	3.145979115	9.676190476	3.110657563	0	1	0	0	0	1	0	0	0	0	0	1575	164	161	0	0	1	0	0	0	0	0	0	435	20.85665361	361.9878272	2.558693966
H109929	ND							223	-122.058998	44.79539871	2109.459961	3.324171287	1.597903014	1.264081886	0	1	0	0	0	1	0	0	0	0	0	1842	140	156	0	0	1	0	0	0	0	0	0	630	25.0998008	73.38986	1.865636059
H109930	ND							224	-122.088997	44.97639847	15400.09961	4.18752353	0.962273086	0.980955191	0	1	0	0	0	1	0	0	0	0	0	1929	140	168	1	0	0	0	0	0	1	0	0	547	23.38803113	119.4153358	2.077060104
H113025	ND							185	-123.560997	44.1427002	1892.290039	3.276987703	1.126802218	1.061509406	1	0	0	1	0	0	0	0	0	0	0	1833	175	159	0	0	0	0	1	0	0	0	0	146	12.08304597	49.01641506	1.690341545
H113031	ND							193	-124.31639	42.71132	738.052002	2.868086963	3.078787879	1.754647508	1	0	0	1	0	0	0	0	0	0	0	3076	171	170	0	0	0	0	1	0	0	0	0	183	13.52774926	83.64177669	1.922423249
H113033	ND							194	-123.73104	42.29906	2019.810059	3.305310531	4.482352941	2.117156806	0	1	0	0	0	0	0	0	0	0	1	1550	175	111	0	0	1	0	0	0	0	0	0	366	19.13112647	201.4472371	2.304161315
H113034	ND							195	-123.81155	42.37976111	466.8878248	2.669212549	13.4718232	3.670398235	0	1	0	0	0	0	0	0	0	0	1	2036	174	133	0	1	0	0	0	0	0	0	1	301	17.34935157	291.0935946	2.464032649
H113060	ND							223	-122.21199	44.51735	17256	4.236940132	1.112408759	1.054707902	0	1	0	0	0	1	0	0	0	0	0	2333	138	176	0	1	0	0	0	0	0	1	0	589	24.2693222	146.1283451	2.164734466
H113071	ND							189	-123.882004	45.25419998	813.9279785	2.910585977	1.477818182	1.215655454	1	0	0	1	0	0	0	0	0	0	0	2293	159	178	0	0	0	0	1	0	0	0	0	80	8.94427191	42.16130008	1.624913994
H113072	ND							195	-123.519997	42.0931015	5745.410156	3.759321038	2.018543046	1.420754393	0	1	0	0	0	0	0	0	0	0	1	1251	176	102	0	0	0	0	1	0	0	0	0	566	23.79075451	153.0025025	2.184698534
H113077	ND							220	-122.167999	44.1617012	38937.10156	4.59036362	6.157575758	2.481446304	0	1	0	0	0	1	0	0	0	0	0	1384	164	140	1	0	0	1	0	0	0	0	0	435	20.85665361	1215.042793	3.084591574
H113078	ND							220	-122.167999	44.30250168	695.6640015	2.84239953	4.781176471	2.186590147	0	1	0	0	0	1	0	0	0	0	0	2431	132	179	0	0	1	0	0	0	0	0	0	850	29.15475947	126.1056482	2.100734539
H113080	ND							187	-123.694	43.95230103	1109.52002	3.045135143	2.667833698	1.633350452	1	0	0	1	0	0	0	0	0	0	0	1577	171	148	0	0	0	0	1	0	0	0	0	160	12.64911064	88.86409561	1.948726325
H113081	ND							188	-124.0087111	44.21292222	3528.376373	3.547574905	0.973024741	0.986420165	1	0	0	1	0	0	0	0	0	0	0	2244	165	168	0	1	0	0	0	0	0	1	0	108	10.39230485	57.79780372	1.761911336
H113088	ND							194	-124.0886333	42.48740278	8202.028272	3.913921262	6.157575758	2.481446304	0	1	0	0	0	0	0	0	0	0	1	2484	190	147	1	0	0	0	0	0	1	0	0	169	13	557.6611561	2.746370395
H113110	ND							218	-122.4616694	43.68946389	402.4820316	2.604746496	2.988235294	1.728651293	0	1	0	0	0	1	0	0	0	0	0	1380	161	152	0	0	1	0	0	0	0	0	0	506	22.49444376	59.94984149	1.777788039
H113111	ND							218	-122.485001	43.73889923	16568.19922	4.219275308	8.350684932	2.889755168	0	1	0	0	0	1	0	0	0	0	0	1306	165	148	0	0	1	0	0	0	0	0	0	359	18.94729532	1074.879431	3.031359752
H113112	ND							218	-122.51011	43.73082	1331.910034	3.124474891	3.41512605	1.848005966	0	1	0	0	0	1	0	0	0	0	0	1408	156	153	0	0	1	0	0	0	0	0	0	392	19.79898987	124.6361953	2.095644183
H113113	ND							219	-122.55544	43.9788	723.0750122	2.859183354	4.781176471	2.186590147	0	1	0	0	0	1	0	0	0	0	0	1581	166	162	0	0	1	0	0	0	0	0	0	365	19.10497317	128.5660942	2.10912645
H113132	ND							186	-123.4334444	43.51302778	2454.172412	3.38990507	2.930769231	1.711948957	1	0	0	1	0	0	0	0	0	0	0	1890	165	157	0	0	0	0	1	0	0	0	0	84	9.16515139	145.1891485	2.161934158
H113133	ND							187	-123.8767861	43.88109444	1451.252519	3.161742986	1.571134021	1.253448851	1	0	0	1	0	0	0	0	0	0	0	1890	165	157	0	0	0	0	1	0	0	0	0	84	9.16515139	59.852835	1.777084726
H113135	ND							209	-122.917	42.89020157	13976.7002	4.14540465	1.128888889	1.06249183	0	1	0	0	0	1	0	0	0	0	0	1140	171	129	0	0	0	0	1	0	0	0	0	406	20.14944168	133.4607384	2.125353523
H113136	ND							219	-122.477997	43.95679855	1399.52002	3.145979115	9.676190476	3.110657563	0	1	0	0	0	1	0	0	0	0	0	1575	164	161	0	0	1	0	0	0	0	0	0	435	20.85665361	361.9878272	2.558693966
H113137	ND							223	-122.058998	44.79539871	2109.459961	3.324171287	1.597903014	1.264081886	0	1	0	0	0	1	0	0	0	0	0	1842	140	156	0	0	1	0	0	0	0	0	0	630	25.0998008	73.38986	1.865636059
H113138	ND							224	-122.088997	44.97639847	15400.09961	4.18752353	0.962273086	0.980955191	0	1	0	0	0	1	0	0	0	0	0	1929	140	168	1	0	0	0	0	0	1	0	0	547	23.38803113	119.4153358	2.077060104
H113139	ND							225	-121.736	45.28789902	145.1100006	2.161697344	2.828770302	1.681894855	0	1	0	0	0	1	0	0	0	0	0	1827	97	153	1	0	0	0	0	1	0	0	0	1126	33.55592347	34.07582317	1.532446356
H114217	ND							187	-118.872	44.27	4053.199951	3.607798029	1.55	1.24498996	0	1	0	0	0	0	0	0	1	0	0	526	127	98	0	1	0	0	0	0	0	1	0	1423	37.72267223	98.68035713	1.994230713
00002JDE	NT							200	-118.64266	44.33318	114.2642998	2.057910563	15.8	3.974921383	0	1	0	0	0	0	0	0	1	0	0	796	128	112	0	1	0	0	0	0	0	1	0	1732	41.61730409	168.8932793	2.227612368
00003CSR	NT							178	-123.47026	44.19884	222.3406472	2.347018865	2.1	1.449137675	1	0	0	1	0	0	0	0	0	0	0	1768	176	157	0	0	0	0	1	0	0	0	0	222	14.89966443	31.31329197	1.495728727
00003JDE	NT							202	-118.4793	44.5319	3715.621847	3.570031508	2.3	1.516575089	0	1	0	0	0	0	0	0	1	0	0	633	130	113	0	1	0	0	0	0	0	1	0	1426	37.76241518	140.1985719	2.14674359
00006CSR	NT							179	-122.67852	43.62087	256.510331	2.409104861	17.3	4.159326869	0	1	0	0	0	1	0	0	0	0	0	1806	142	169	0	0	1	0	0	0	0	0	0	854	29.22327839	277.0757603	2.442598534
00012GRD	NT							199	-118.40506	45.26295	14710.00902	4.167612939	0.9	0.948683298	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1022	31.96873473	109.1563434	2.038048979
00014GRD	NT							199	-118.40174	45.26248	14768.93901	4.169349297	1.3	1.140175425	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	157.9857808	2.198618001
00017GRD	NT							200	-118.42751	45.26978	12188.19872	4.085939527	0.6	0.774596669	0	1	0	0	0	0	0	0	1	0	0	614	142	110	0	1	0	0	0	0	0	1	0	1044	32.31098884	66.24010522	1.821121014
00017JDE	NT							228	-119.25393	44.04762	1331.790666	3.124435967	4	2	0	1	0	0	0	0	0	0	1	0	0	522	123	92	0	0	1	0	0	0	0	0	0	1497	38.69108424	145.9748288	2.164277975
00020JDE	NT							228	-118.64266	44.33318	114.2642998	2.057910563	15.8	3.974921383	0	1	0	0	0	0	0	0	1	0	0	796	128	112	0	1	0	0	0	0	0	1	0	1732	41.61730409	168.8932793	2.227612368
00023REM	NT							242	-122.60988	43.90181	2572.93232	3.410428362	1.9	1.378404875	0	1	0	0	0	1	0	0	0	0	0	1516	166	160	0	0	1	0	0	0	0	0	0	369	19.20937271	96.37575253	1.983967782
00024REM	NT							243	-122.6034	44.02301	5513.302535	3.741411824	0.8	0.894427191	0	1	0	0	0	1	0	0	0	0	0	1746	164	168	0	0	1	0	0	0	0	0	0	409	20.22374842	59.4012931	1.773795899
00025SEO	NT							278	-118.37079	42.18675	9263.026902	3.966752925	1.8	1.341640786	0	0	1	0	0	0	0	0	0	1	0	316	158	59	1	0	0	1	0	0	0	0	0	1430	37.8153408	173.2403162	2.238648968
00027SEO	NT							279	-118.86738	42.80114	53405.51525	4.727586109	0.2	0.447213595	0	0	1	0	0	0	0	0	0	1	0	312	159	66	0	1	0	0	0	0	0	1	0	1294	35.9722115	46.21926665	1.66482305
00028CSR	NT							194	-124.10581	44.17071	3812.509791	3.581210968	1.1	1.048808848	1	0	0	1	0	0	0	0	0	0	0	1944	160	158	0	1	0	0	0	0	0	1	0	4	2	67.9200769	1.831998169
00029CSR	NT							193	-124.18823	42.97443	200.94459	2.303076318	4.5	2.121320344	1	0	0	1	0	0	0	0	0	0	0	1348	180	127	0	0	0	0	1	0	0	0	0	87	9.327379053	63.78971663	1.804750673
00031GRD	NT							270	-118.41799	45.26718	13963.94685	4.145008187	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	612	142	110	1	0	0	1	0	0	0	0	0	1033	32.14031736	94.53531608	1.975594081
00033GRD	NT							270	-118.38265	45.27368	4876.224634	3.688083704	1.8	1.341640786	0	1	0	0	0	0	0	0	1	0	0	618	141	110	0	1	0	0	0	0	0	1	0	1022	31.96873473	125.693945	2.099314357
00034GRD	NT							270	-118.40193	45.26179	26802.69746	4.428178504	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	130.9722351	2.117179239
